index,question,predicted_answer,actual_answer,bert_score,cosine_score,exact_match
10,"Crimen a las tres is a Argentine crime film directed and written by Luis Saslavsky.

The Working Class Goes to Heaven( released in the US as Lulu the Tool) is a 1971 political drama film directed by Elio Petri. It depicts a factory worker's realisation of his own condition as a simple tool in the process of production and, implicitly, his struggle with the trade unions. The film competed at the 1972 Cannes Film Festival, where it tied with The Mattei Affair for the Grand Prix International du Festival, the festival's highest honour. In Italy, it also won the David di Donatello for Best Film.

Christmas with the Poor or The Poor People's Christmas (Spanish: Navidad de los pobres is a 1947 Argentine comedy film directed by Manuel Romero and starring Niní Marshall, Irma Córdoba and Tito Lusiardo.

Which film has the director born first, Once A Gentleman or The Girl In White?","""the girl in white"" - dorothy arzner born 1897 ""once a gentleman"" - gustav fröhlich born 1902",once a gentleman,0.3571435809135437,0.25969799324016246,False
11,"The Girl in White is a 1952 film drama directed by John Sturges. It is based on the memoirs of the pioneering female surgeon Emily Dunning Barringer.

Girls in White  is a 1936 German musical comedy film directed by Victor Janson and starring Maria Cebotari, Iván Petrovich and Hilde von Stolz. Set in pre-revolutionary Russia at the Smolny Institute, the film tells the story of the young student Daniela, who wants to follow in her mother's footsteps and become an opera singer. The film's most famous song is I am Here to be HappyIch bin auf der Welt glücklich zu sein).

Once a Lady is a 1931 American Pre- Code drama film directed by Guthrie McClintic and starring Ruth Chatterton, Ivor Novello and Jill Esmond. The film, produced and distributed by Paramount Pictures, is a remake of the Pola Negri silent film Three Sinners( 1928). The film was the final attempt by British matinée idol Novello to establish himself in Hollywood.

Which film has the director who died earlier, Il Seduttore or The Trial Of Joan Of Arc?",il seduttore,the trial of joan of arc,0.14153823256492615,0.0,False
12,"The Trial of Joan of Arc () is a 1962 French historical film directed by Robert Bresson. Joan of Arc is played by Florence Delay.

The Trial of Joan of Arc  is a 1962 French historical film directed by Robert Bresson. Joan of Arc is played by Florence Delay. As with Bresson's most renowned films, The Trial of Joan of Arc stars non-professional performers and is filmed in an extremely spare, restrained style. Bresson's screenplay is drawn from the transcriptions of Joan's trial and rehabilitation. Bresson's Joan of Arc is often compared with The Passion of Joan of Arc (1928) by Carl Theodor Dreyer. Bresson compared that film unfavorably with his own, expressing his dislike of the actors' grotesque buffooneries in Dreyer's film.

Joan of Arc is a 1900 French silent film directed by Georges Méliès, based on the life of Joan of Arc.

Where was the director of film Thomas Jefferson (Film) born?",france,brooklyn,0.10568270087242126,0.0,False
13,"Thomas Jefferson is a 1997 two-part American documentary film directed and produced by Ken Burns. It covers the life and times of Thomas Jefferson, the 3rd President of the United States.

Thomas Jefferson is a 1997 two- part American documentary film directed and produced by Ken Burns. It covers the life and times of Thomas Jefferson, the 3rd President of the United States. In the film Jefferson is portrayed as renaissance man. Not only was he a dedicated public servant, but was also a writer, an inventor, and a noted architect. Burns captures both the public and private person.

Jefferson in Paris is a 1995 Franco- American historical drama film, directed by James Ivory, and previously entitled Head and Heart. The screenplay, by Ruth Prawer Jhabvala, is a semi-fictional account of Thomas Jefferson's tenure as the Ambassador of the United States to France before his presidency and of his alleged relationships with British artist Maria Cosway and his slave, Sally Hemings. The film was critically and commercially unsuccessful, grossing$ 4.4 million on a$ 14 million budget.

Why did Grand Duke Kirill Vladimirovich Of Russia's wife die?",she was executed,stroke,0.14076745510101318,0.0,False
14,"Grand Duchess Maria Kirillovna of Russia (2 February 1907 – 25 October 1951) was the eldest daughter of Grand Duke Kirill Vladimirovich of Russia and Grand Duchess Victoria Feodorovna. She was born in Coburg when her parents were in exile because their marriage had not been approved by Tsar Nicholas II. She was generally called Marie, the French version of her name, or by the Russian nickname Masha.  The family returned to Russia prior to World War I, but was forced to flee following the Russian Revolution of 1917.

Grand Duchess Olga Nikolaevna of Russia (11 September 1822 – 30 October 1892) was a member of the Russian imperial family who became Queen consort of Württemberg. She was the second daughter of Nicholas I of Russia and Charlotte of Prussia. She was thus a sister of Alexander II of Russia. She married Charles I of Württemberg, with whom she had no children.

Princess Olga Valerianovna Paley( 2 December 1865 – 2 November 1929) was the morganatic second wife of Grand Duke Paul Alexandrovich of Russia.

Where was the place of death of the director of film Beat Girl?",london,nice,0.2563214898109436,0.0,False
15,"Beat Girl is a 1960 British teen exploitation film directed by Edmond T. Gréville. The film was released in the United States under the title Wild for Kicks. The title character of Beat Girl was played by starlet Gillian Hills, who later went on to have numerous small roles in 1960s and 1970s films, such as Blowup and A Clockwork Orange, and became a successful ye- ye singer in France.  Beat Girl marked the first film roles of British pop idol Adam Faith and actor Peter McEnery, although it was not released until after other films featuring Faith( Never Let Go) and McEnery( Tunes of Glory) had already come out. The film also features Christopher Lee and Nigel Green as strip joint operators, and Oliver Reed in a small role as one of the beat youth. The original music was composer John Barry's first film commission, and was performed by the John Barry Seven and Orchestra, Adam Faith, and Shirley Anne Field. The Beat Girl soundtrack was the first British soundtrack album to be released on a vinyl LP, and it reached number 11 on the UK Albums Chart, paving the way for the release of other film soundtrack albums.

The Beat is a film released in the U.S. in 1988.

On the Beat is a 1995 Chinese film directed by Ning Ying. It is the second film in Ning Ying's Beijing Trilogy, a collection of three films that follows the massive changes to Beijing in the last decades of the twentieth century. Whereas Ning's previous film, For Fun dealt with the older generation, On the Beat is firmly focused on the story of the middle- aged.  I Love Beijing, meanwhile, would follow characters belonging Beijing's younger generations.  On the Beat was coproduced by Eurasia Communications, Euskal Media and the state- operated Beijing Film Studio. Some funding was also from the International Film Festival Rotterdam's Hubert Bals Fund.  On the Beat follows a group of police officers in the Deshengmen Precinct during the slow months of winter. The policemen, stuck in the dull winter months of Beijing, get stuck in routine, only occasionally finding excitement, as when they chase after a rabid dog. Released in 1995, On the Beat made the rounds of most of the major international film festivals, including Toronto, Telluride and San Sebastian, among others.

Who died first, Fleetwood Sheppard or George William Whitaker?",fleetwood sheppard died first,fleetwood sheppard,0.6797754764556885,0.5797386715376658,False
16,"William Henry Harrison Sr. (February 9, 1773 -- April 4, 1841) was an American military officer, a principal contributor in the War of 1812, and the ninth president of the United States (1841). He was the last president born before the American Revolution, and died of pneumonia just 31 days into his term, thereby serving the shortest tenure in United States presidential history. He was the first president to die in office, and his death sparked a brief constitutional crisis. Its resolution left unsettled Constitutional questions as to the presidential line of succession until the passage of the Twenty - fifth Amendment to the United States Constitution in 1967. Harrison was a son of Founding Father Benjamin Harrison V and in turn was the paternal grandfather of Benjamin Harrison, the 23rd United States President (1889 -- 1893).

William Henry Harrison Sr. (February 9, 1773 -- April 4, 1841) was an American military officer, a principal contributor in the War of 1812, and the ninth president of the United States (1841). He was the last president born before the American Revolution, and died of pneumonia just 31 days into his term, thereby serving the shortest tenure in United States presidential history. He was the first president to die in office, and his death sparked a brief constitutional crisis. Its resolution left unsettled Constitutional questions as to the presidential line of succession until the passage of the Twenty - fifth Amendment to the United States Constitution in 1967. Harrison was a son of Founding Father Benjamin Harrison V and the paternal grandfather of Benjamin Harrison, the 23rd United States President (1889 -- 1893).

Rear-Admiral Henry Evelyn Charles Blagrove (26 April 1887 – 14 October 1939) was the first British Royal Navy officer of flag rank to be killed in the Second World War. An experienced staff officer and veteran of several actions of the First World War aboard the battlecruiser , Blagrove had only just received his appointment as commander of the 2nd Battleship Squadron of the Home Fleet when he was killed in the destruction of his flagship by .

Which film has the director born first, The Raven'S Dance or Keïta! L'Héritage Du Griot?",the raven's dance,the raven's dance,1.0,1.0000000000000002,True
17,"The Raven's Dance is a 1980 Finnish film directed by Markku Lehmuskallio. It was entered into the 30th Berlin International Film Festival, where it won an Honourable Mention.

Scratch is a Canadian musical drama film from Quebec, released in 2015. The directorial debut of Sébastien Godron, the film centres on a family of Haitian Canadian immigrants in Montreal's Little Burgundy neighbourhood. The primary characters are Angelot/ Leslie( Raphaël Joseph Lafond), an aspiring hip hop musician, and his brother Frantz( Fayolle Jean, Jr.), a pimp who sets the film's events in motion when he is arrested and imprisoned. The cast also includes Schelby Jean- Baptiste, Samian, Lovhard Dorvilliers, Dominique Laguë( vocal percussionist) and Fayolle Jean( Sr.). At the 4th Canadian Screen Awards in 2016, Jenny Salgado won the award for Best Original Song, for C’est aujourd ’ hui que je sors. At the 18th Quebec Cinema Awards, the film garnered nominations for Best Supporting Actress( Schelby Jean- Baptiste), Best Editing( Hubert Hayaud) and Best Original Music( Jenny Salgado, André Courcy and Luc St- Pierre).

In 1911 Paris, the Palais Garnier is believed to be haunted by an entity known as the Phantom or the Opera Ghost. One day, the stagehand, Joseph Buquet, is found hanged, presumably by the Phantom, after boasting about him to the corps de ballet. At the same time, Christine Daaé, a young Swedish soprano, has been tutored by what she believes to be the Angel of Music, sent by her deceased father. On the night of the gala performance for the old manager's retirement, Christine is called upon to sing in the place of the Opera's leading soprano, Carlotta, who is ill, and her performance is an astonishing success. The Vicomte Raoul de Chagny, who was present at the performance, recognises her as his childhood playmate, and recalls his love for her. He attempts to visit her backstage, where he hears a man speaking to her from inside her dressing room. He investigates the room once Christine leaves, only to find that there's no one else in the room.

When did Jean Martin (Singer)'s husband die?",no information available,1983,0.14936427772045135,0.0,False
18,"Marilyn Martin( born May 4, 1954) is an American singer and songwriter. She is best known for her 1985 hit duet with Phil Collins, Separate Lives, her only Number 1.

Thomas Grady Martin( January 17, 1929 – December 3, 2001) was an American session guitarist in country music and rockabilly. A member of The Nashville A- Team, he played guitar on hits such as Marty Robbins' El Paso, Loretta Lynn's Coal Miner's Daughter and Sammi Smith's Help Me Make It Through the Night. During a nearly 50- year career, Martin backed such names as Elvis Presley, Buddy Holly, Johnny Burnette, Don Woody and Arlo Guthrie, Johnny Cash, Patsy Cline and Bing Crosby. He is a member of the Rockabilly Hall of Fame. Elected to the Country Music Hall of Fame, March 2015

Dean Paul Martin Jr. (November 17, 1951 – March 21, 1987) was an American pop singer and film and television actor. A member of the California Air National Guard, Martin died in a crash during a military training flight. Martin was the son of American entertainer Dean Martin.

Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",the daltons' women,tangled destinies,0.22273920476436615,0.0,False
19,"Tangled Lives is a 1917 American silent drama film produced and distributed by the Fox Film Corporation. The film was directed by J. Gordon Edwards and starred husband and wife stage actors Genevieve Hamper and Robert B. Mantell. This film is a version of the Wilkie Collins novel The Woman in White. Several versions of this novel have been produced over the years, one in 1912, two in 1917 including this film, a 1929 talkie, and a remake in 1948.

Tangled Destinies is a 1932 American film directed by Frank R. Strayer. The film is also known as Who Killed Harvey Forbes? in the United Kingdom.

The Daltons' Women is a 1950 American film directed by Thomas Carr starring Lash LaRue and Al Fuzzy St. John. It was the seventh of LaRue's films for Ron Ormond's Western Adventures Productions Inc.. The film was the first to be released by Howco, Ron Ormond's new film company composed of Ormond and drive-in movie owners Joy N. Houck and J. Francis White, and director Thomas Carr's first film in the Lash LaRue series. The film features appearances by several well known stars such as Jack Holt, Tom Tyler and Tom Neal and a lengthier running time of 77 minutes featuring a multitude of musical numbers, juggling, and a lengthy catfight. Though the Women of the title have little to do with the narrative of the film, the frontier's first dance hall belles were played up in the publicity with the original film trailer giving Lash LaRue last billing. The film was shot at the Iverson Movie Ranch.

Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",the ballad of josie,moment of danger,0.10643351823091507,0.1707761131901165,False
20,"The Allure of Danger  is a 1950 West German drama film directed by Eugen York and starring Angelika Hauff, Walter Richter and Berta Drews. It was screened at the 1950 Venice Film Festival. It was shot at the Wandsbek Studios and on location around Hamburg. The film's sets were designed by the art director Mathias Matthies.

Dangers of the Engagement Period  is a 1930 German silent comedy film directed by Fred Sauer and starring Marlene Dietrich, Willi Forst and Lotte Lorring. It is also known by the alternative title of Nights of Love . The film's sets were designed by the art director Max Heilbronner. It was shot at the Staaken Studios in Berlin and on location in Scheveningen in the Netherlands. Shot as a silent during September and October 1929, it was not released until February the following year by which time sound films were increasingly dominant. It was given a favourable review by Lotte Eisner in the Film-Kurier. While making the film Dietrich was also appearing in a stage show alongside Hans Albers. It was her final film before her breakthrough role in The Blue Angel, which made her an international star and led to her departure for Hollywood.

The Quiet is a 2005 American drama thriller film directed by Jamie Babbit and starring Camilla Belle and Elisha Cuthbert. It focuses on a deaf teenage girl, Dot (Camilla Belle) who goes to live with her godparents (played by Martin Donovan and Edie Falco) after her father dies, where she slowly learns the disturbing secrets of the family, primarily concerning their teenage daughter, Nina (Elisha Cuthbert). The film was acquired by Destination Films, which released this film in the United States theatrically through Sony Pictures Classics on August 25, 2006, and marketed with the tagline: Isn't it time everyone hears your secrets?. The film's soundtrack features songs by Low, Cat Power, Le Tigre, and numerous Beethoven piano sonatas. The film was a commercial success, but many reviewers complained that it was sleazy, exploitative and difficult to watch, and that it was too serious to be satire, yet too camp to be taken seriously.

What nationality is the director of film World And Time Enough?",american,united states,0.7049962878227234,0.0,False
