index,question,predicted_answer,actual_answer,bert_score,cosine_score,exact_match
10,"The Woman in White
The Woman in White may refer to:

Lady in White (disambiguation)
Lady in White may refer to:

What Ever Happened to Baby Jane? (film)
Academy Award for Best Actress (Bette Davis, nominee) Academy Award for Best Supporting Actor (Victor Buono, nominee) Academy Award for Best Costume Design, Black and White (Norma Koch, winner) Academy Award for Best Cinematography, Black and White (Ernest Haller, nominee) Academy Award for Best Sound (Joseph D. Kelly, nominee) BAFTA Award for Best Foreign Actress (Crawford, nominee) BAFTA Award for Best Foreign Actress (Davis, nominee) Golden Globe Award for Best Actress - Motion Picture Drama (Davis, nominee) Golden Globe Award for Best Supporting Actor - Motion Picture (Buono, nominee) Laurel Award for Golden Laurel for Sleeper of the Year (Winner) Golden Palm -- 1963 Cannes Film Festival (nominee)

What Ever Happened to Baby Jane? (film)
Academy Award for Best Actress (Bette Davis, nominee) Academy Award for Best Actor in a Supporting Role (Victor Buono, nominee) Academy Award for Best Costume Design, Black and White (Norma Koch, winner) Academy Award for Best Cinematography, Black and White (Ernest Haller, nominee) Academy Award for Best Sound (Joseph D. Kelly, nominee) BAFTA Award for Best Foreign Actress (Crawford, nominee) BAFTA Award for Best Foreign Actress (Davis, nominee) Golden Globe Award for Best Actress - Motion Picture Drama (Davis, nominee) Golden Globe Award for Best Supporting Actor - Motion Picture (Buono, nominee) Laurel Award for Golden Laurel for Sleeper of the Year (Winner) Golden Palm -- 1963 Cannes Film Festival (nominee)

White Girl
White Girl may refer to:

Which film has the director born first, Once A Gentleman or The Girl In White?",once a gentleman,once a gentleman,1.0000001192092896,1.0000000000000002,True
11,"The Trial of Joan of Arc
The Trial of Joan of Arc () is a 1962 French historical film directed by Robert Bresson. Joan of Arc is played by Florence Delay.

The Trial of Joan of Arc
The Trial of Joan of Arc is a 1962 French historical film directed by Robert Bresson. Joan of Arc is played by Florence Delay. As with Bresson's most renowned films,"" The Trial of Joan of Arc"" stars non-professional performers and is filmed in an extremely spare, restrained style. Bresson's screenplay is drawn from the transcriptions of Joan's trial and rehabilitation. Bresson's"" Joan of Arc"" is often compared with"" The Passion of Joan of Arc""( 1928) by Carl Theodor Dreyer. Bresson compared that film unfavorably with his own, expressing his dislike of the actors'"" grotesque buffooneries"" in Dreyer's film.

Joan the Maid
Joan the Maid  is a two-part 1994 French historical film directed by Jacques Rivette. It chronicles the life of Joan of Arc. This film was released in two parts: Joan the Maid, Part 1: The Battles  and Joan the Maid, Part 2: The Prisons .

Who Saw Her Die?
Who Saw Her Die? is a 1972 Italian"" giallo"" film directed by Aldo Lado and Vittorio De Sisti, starring Anita Strindberg and George Lazenby. Lazenby and Strindberg play the parents of a murdered girl, who pursue her black- veiled killer throughout Venice. "" Who Saw Her Die?"" features music by Ennio Morricone, and has seen positive reviews for Lazenby's performance.

Joan of Arc (1900 film)
Joan of Arc is a 1900 French silent film directed by Georges Méliès, based on the life of Joan of Arc.

Which film has the director who died earlier, Il Seduttore or The Trial Of Joan Of Arc?",il seduttore,the trial of joan of arc,0.14153823256492615,0.0,False
12,"Thomas Jefferson (film)
Thomas Jefferson is a 1997 two-part American documentary film directed and produced by Ken Burns. It covers the life and times of Thomas Jefferson, the 3rd President of the United States.

Thomas Jefferson (film)
Thomas Jefferson is a 1997 two- part American documentary film directed and produced by Ken Burns. It covers the life and times of Thomas Jefferson, the 3rd President of the United States. In the film Jefferson is portrayed as renaissance man. Not only was he a dedicated public servant, but was also a writer, an inventor, and a noted architect. Burns captures both the public and private person.

Thomas Jefferson Medal
The Thomas Jefferson Medal may refer to several different awards named in honor of Thomas Jefferson:

Tom Brady (film director)
Thomas Adam Brady is an American writer, film director and producer.

Who Is Chris Rock?
Who Is Chris Rock? is a short film about the life of comedian Chris Rock directed by Michael J. Dennis. It showcased Rock and his mother talking about his life and work.

Where was the director of film Thomas Jefferson (Film) born?",ken burns,brooklyn,0.06661947071552277,0.0,False
13,"Grand Duke George of Russia
There have been several dynasts of Russian Imperial House whose name is George: Currently, also son of Maria Vladimirovna of Russia, uses the designation Grand Duke George Mikhailovitch of Russia.

Allied leaders of World War I
Nicholas II -- last Czar of Russia, titular King of Poland, and Grand Duke of Finland. His rule ended with the Russian Revolution. Nicholas was killed on 17 July 1918.

History of Russia
Peter the Great died in 1725, leaving an unsettled succession, but Russia had become a great power by the end of his reign.

Tatiana Botkina
In later years, Botkina, along with her brother Gleb Botkin, was a major supporter of Anna Anderson's claim that she was the surviving Grand Duchess Anastasia Nikolaevna of Russia.

Grand Duchess Kira Kirillovna of Russia
Grand Duchess Kira Kirillovna of Russia (9 May 1909 – 8 September 1967) was the second daughter of Grand Duke Kirill Vladimirovich of Russia and Princess Victoria Melita of Saxe-Coburg and Gotha. She married the head of the German Imperial House, Prince Louis Ferdinand of Prussia.

Why did Grand Duke Kirill Vladimirovich Of Russia's wife die?",princess victoria melita committed suicide,stroke,0.005603225901722908,0.0,False
14,"Where's the Love (disambiguation)
"" Where's the Love"" is a 1997 song by Hanson. Where's the Love may also refer to:"" Where's the Love"" should not be confused with:

The Beat
The Beat may refer to:

Where Was I
"" Where Was I?"" may refer to:

Who's That Girl?
Who's That Girl? may refer to:

Dead Girl (disambiguation)
Dead Girl is a comic book character. Dead Girl may also refer to:

Where was the place of death of the director of film Beat Girl?",new york,nice,0.20282989740371704,0.0,False
15,"John Sheppard (VC)
Sheppard was 37 years old, and a Boatswain's Mate in the Royal Navy, serving with the Naval Brigade during the Crimean War when the following deed took place for which he was awarded the VC.

Richard Sheppard
Richard or Dick Sheppard may refer to:

Where's Jack?
Where's Jack? is a 1969 film recounting the exploits of notorious 18th-century criminal Jack Sheppard and London ""Thief-Taker General"" Jonathan Wild.

Where's Jack?
Where's Jack? is a 1969 film recounting the exploits of notorious 18th-century criminal Jack Sheppard and London ""Thief-Taker General"" Jonathan Wild. The film was produced by Stanley Baker through his company Oakhurst Productions, and starred Baker himself as Jonathan Wild. Tommy Steele played Jack Sheppard. The film was directed by novelist James Clavell. Mary Hopkin sings the title song.

William Whitaker (geologist)
William Whitaker was born on 4 May 1836 in London,

Who died first, Fleetwood Sheppard or George William Whitaker?",fleetwood sheppard died first,fleetwood sheppard,0.6797754764556885,0.5797386715376658,False
16,"Il était une fois l’indépendance
Il était une fois l’indépendance is a 2009 Malian film.

Keïta! l'Héritage du griot
Keïta! l'Héritage du griot (English title: ""Keita! Voice of the Griot "") is a 1995 Burkinabé drama film directed by Dani Kouyaté and starring Sotigui Kouyaté.

Le Temps d'un film
Le Temps d'un film is a 2007 film.

List of films set in Marseille
Marseille has been the setting for many films, produced mostly in France or Hollywood.

It Can't Be!
« It Ca n't Be !» is a 1975 Soviet comedy film directed by Leonid Gaidai. It consists of three short stories, shot on the works of Mikhail Zoshchenko comedy « Crime and Punishment», « Fun Adventure » and « Wedding event ».

Which film has the director born first, The Raven'S Dance or Keïta! L'Héritage Du Griot?","sotigui kouyaté in ""keïta l'héritage du griot""",the raven's dance,0.1520930379629135,0.0,False
17,"Jean Martin (disambiguation)
Jean Martin may refer to:

Dean Paul Martin
Dean Paul Martin Jr. (November 17, 1951 – March 21, 1987) was an American pop singer and film and television actor. A member of the California Air National Guard, Martin died in a crash during a military training flight. Martin was the son of American entertainer Dean Martin.

Have Yourself a Merry Little Christmas
``Have Yourself a Merry Little Christmas ''Song by Judy Garland in the 1944 musical Meet Me in St. Louis Released 1944 (1944) Genre Traditional pop Composer (s) Hugh Martin Lyricist (s) Ralph Blane

Jean Martin (singer)
Jean Martin (1919–2004) was an American singer and actor. Born in Texas, she moved to New York and worked in radio and television during the 1950s. She was married to William Black, who was the founder of the Chock full o'Nuts restaurant chain and coffee brand.

A Star Is Born (1976 film)
Back at his LA mansion, John finds Quentin, a magazine writer, swimming half - naked in his swimming pool. She says she would do anything to get an exclusive interview with Esther. When Esther arrives soon after, she finds them in bed together. Quentin tries to interview Esther, but John tells Quentin to get out. Esther and John end up going back to their small home out west where they have been happiest. One morning, John drives to the airport to get Brian. He puts on some of Esther's songs, drives recklessly, and is killed in an accident. Afterwards, back at the LA mansion, Esther hears John's voice calling out for someone to answer the phone. But she discovers it's just a tape of the old songwriting session during which the phone had interrupted his singing.

When did Jean Martin (Singer)'s husband die?",2004,1983,0.6244268417358398,0.0,False
18,"The Last Ride of the Dalton Gang
The Last Ride of the Dalton Gang is a 1979 television film directed by Dan Curtis about the Dalton Gang. It is not entirely accurate, as noted at the film's beginning.

When the Daltons Rode
When the Daltons Rode is a 1940 American Western film directed by George Marshall and starring Randolph Scott, Kay Francis and Brian Donlevy. Based on the book"" When the Daltons Rode"" by Emmett Dalton, the sole surviving real- life gang member, and Jack Jungmeyer, the film is about a family friend of the Daltons who tries to dissuade them from becoming outlaws.

Les Dalton
Les Dalton means"" The Daltons"" in French. Les Dalton may refer to:

Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Jesse James vs. the Daltons
Jesse James Vs. the Daltons is a 1954 3D film Technicolor Western film directed by William Castle. One of three films shot by Castle in 3- D during the 1950s 3- D' golden era'.

Which film has the director who died earlier, Tangled Destinies or The Daltons' Women?",the daltons' women,tangled destinies,0.22273920476436615,0.0,False
19,"It's a Wonderful Life
Due to all the above actions, this is one of the few RKO films not controlled by Turner Entertainment / Warner Bros. in the USA. It is also one of two Capra films Paramount owns despite not having originally released it -- the other is Broadway Bill (originally from Columbia, remade by Paramount as Riding High in 1950).

Hot Dog…The Movie
Hot Dog … The Movie is a teen sex comedy ski film released in January 1984. The film went on to gross over$ 17 million.

Back to the Future
When the film was released on VHS in 1986, Universal added a ``To be continued... ''graphic at the end to increase awareness of production on Part II. This caption is omitted on the film's DVD release in 2002 and on subsequent Blu - ray and DVD releases.

The Ballad of Josie
The Ballad of Josie is a 1967 Technicolor American comedy western film directed by Andrew V. McLaglen and starring Doris Day, Peter Graves and George Kennedy. It humorously tackles 1960s themes of feminism in a traditional Western setting. The film featured the last acting role for William Talman. It was filmed on two locations in Thousand Oaks, California: North Ranch and Wildwood Regional Park.

Moment of Danger
Moment of Danger( also known as Malaga) is a 1960 crime drama film starring Trevor Howard, Dorothy Dandridge and Edmund Purdom. It was filmed in Europe in the late months of 1959. The film is based on the novel by Donald Mackenzie, and it was brought to the screen by David D. Osborn. The film proved to be the final completed film for Dorothy Dandridge.

Which film was released earlier, Moment Of Danger or The Ballad Of Josie?",moment of danger was released earlier,moment of danger,0.7538690567016602,0.5797386715376658,False
20,"Film manifesto
There have been a number of manifestos related to film. These propose the author/ s feelings and briefing on the how and why of film:

Academy of Motion Picture Arts and Sciences
The roster of the Academy's approximately 6,000 motion picture professionals is a ``closely guarded secret ''. While the great majority of its members are based in the United States, membership is open to qualified filmmakers around the world.

World Film Festival of Bangkok
The World Film Festival of Bangkok is an annual international film festival held between October& November in Bangkok, Thailand. The 14th World Film Festival of Bangkok, the last edition of World Film Festival of Bangkok, is held from January 23 to February 1, 2017.

Sitora Alieva
Sitora Shokhinovna Alieva – film expert, director of the IFF “ Faces of love ” and the IIF Sochi, artistic director of the largest Russian national film festival “ Kinotavr ”, Russian Ministry of Culture film expert, lecturer at film schools and universities, juror at numerous film festivals, including Berlinale, Venice Film Festival, etc.

Maria Giese
Maria Giese is an American feature film director and screenwriter. A member of the Directors Guild of America, and an activist for parity for women directors in Hollywood, she writes and lectures about the under-representation of women filmmakers in the United States.

What nationality is the director of film World And Time Enough?",american,united states,0.7049962878227234,0.0,False
21,"Spectre (2015 film)
A sequel to Spectre will begin development in spring 2016. Sam Mendes has stated he will not return to direct the next 007 film. Christoph Waltz has signed on for two more films in the series, but his return depends on whether or not Craig will again portray Bond.

Poker in Bed
La signora gioca bene a scopa?, internationally released as Poker in Bed, is a 1974 commedia sexy all'italiana directed by Giuliano Carnimeo.

Samurai I: Musashi Miyamoto
The other two films in the trilogy are and.

78th Academy Awards
Philip Seymour Hoffman -- Capote as Truman Capote Terrence Howard -- Hustle & Flow as DJay Heath Ledger -- Brokeback Mountain as Ennis Del Mar Joaquin Phoenix -- Walk the Line as Johnny Cash David Strathairn -- Good Night, and Good Luck as Edward R. Murrow

The Fate of the Furious
Release date April 4, 2017 (2017 - 04 - 04) (Berlin) April 14, 2017 (2017 - 04 - 14) (United States)

Which film has the director died earlier, Poker In Bed or The Machine To Kill Bad People?",poker in bed is the film where the director died earlier,the machine to kill bad people,0.18683969974517822,0.12994911013775196,False
